disease,biomarker_disease_iris,role,cfde_disease,factor
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,prognostic,Multiple sclerosis,organ autoimmune features and checkpoints
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,prognostic,Multiple sclerosis,P2RY10 coexpression network
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,prognostic,multiple sclerosis,P2RY10 coexpression with immune markers
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,prognostic,multiple sclerosis,P2RY10 coexpression with T cells
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,prognostic,Multiple sclerosis,regulatory signaling and lymphoid absence
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,prognostic,Multiple sclerosis,regulatory T cell signaling
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,prognostic,Multiple sclerosis,T and B cell signaling
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,prognostic,Multiple sclerosis,T cell activation and NF-kB
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,prognostic,multiple sclerosis,T cell receptor signaling abnormalities
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,prognostic,multiple sclerosis,T helper differentiation and activation
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,prognostic,Multiple sclerosis,TCR signaling and activation
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,prognostic,multiple sclerosis,TH1/TH2 T cell pathway
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,prognostic,Multiple sclerosis,thymocyte and T cell reductions
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,prognostic,multiple sclerosis,Thyroid and small intestine markers
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,prognostic,Multiple sclerosis,thyroid downregulation and immune genes
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,prognostic,Multiple sclerosis,thyroid immune gene downregulation
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,prognostic,multiple sclerosis,Thyroid-downregulated B cell markers
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,prognostic,Multiple sclerosis,tissue-specific immune coexpression
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,Abnormal CD4 T cell differentiation
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,Absent lymph nodes; CD40 signaling
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,absent spleen germinal center
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,Absent spleen germinal center
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,Allograft rejection and MHC genes
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,alloimmune and HLA expression
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,B and T cell changes
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,B cell maturation and activation
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,B cell receptor signaling pathway
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,Blood vessel T cell markers
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,brain and adipose immune signatures
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,CD4 T cell activation genes
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,CD4 T cells in olfactory
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,decreased immunoglobulin isotypes
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,Decreased regulatory T cell numbers
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,decreased thymocytes and T cells
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,Downregulated tissue coexpression genes
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,EBV-transformed lymphocytes gene expression
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,fetal lymphoid cell markers
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,GPR174 and P2RY10 coexpression
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,gtex intestinal immune coexpression
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,IL-2/JAK-STAT signaling
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,IL-2/JAK-STAT signaling pathway
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,immune cell interactions and activation
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,immune cell surface markers
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,increased immunoglobulin and T cells
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,Interleukin signaling pathways
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,leukocyte and T cell differentiation
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,Lipoprotein Metabolism
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,Lung and thyroid immune genes
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,Lung and thyroid immune signals
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,Lymphocyte Expression Program Signaling
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,Lymphoid tissue and B cells
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,MAP3K14/ADGRG5 coexpression across tissues
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,MHC II and alloimmune signaling
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,Naive CD8 T cell program
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,organ autoimmune features and checkpoints
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,P2RY10 coexpression network
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,P2RY10 coexpression with immune markers
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,P2RY10 coexpression with T cells
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,regulatory signaling and lymphoid absence
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,regulatory T cell signaling
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,T and B cell signaling
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,T cell activation and NF-kB
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,T cell receptor signaling abnormalities
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,T helper differentiation and activation
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,TCR signaling and activation
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,TH1/TH2 T cell pathway
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,thymocyte and T cell reductions
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,Thyroid and small intestine markers
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,thyroid downregulation and immune genes
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,thyroid immune gene downregulation
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,multiple sclerosis,Thyroid-downregulated B cell markers
multiple sclerosis,http://purl.obolibrary.org/obo/MONDO_0005301,risk,Multiple sclerosis,tissue-specific immune coexpression
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Abnormal muscle morphology and degeneration
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Abnormal muscle morphology and genes
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Abnormal sarcolemma and muscle morphology
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Basement membrane and sarcolemma abnormalities
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Contractility and electrophysiology impairment
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Dystrophic muscle and cardiomyopathy
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Dystrophic muscle and fibrosis genes
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Dystrophic muscle and related genes
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Dystrophic muscles and related genes
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Glycosylation and membrane components
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Glycosylation pathways and enzymes
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Hypertrophy and contractility genes
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Muscle fiber morphology and myopathy
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Muscle fiber morphology and size
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Muscle membrane and hypertrophy genes
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Muscle pathologies and related genes
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Muscle phenotype and contractile components
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Muscle physiology and phenotype
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Muscle regeneration and hypertrophy genes
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Muscle weakness and fiber variability
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Myopathy and fiber size variation
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Myopathy and muscle function genes
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Sarcolemma abnormalities and myopathy
muscular dystrophy,http://purl.obolibrary.org/obo/MONDO_0020121,diagnostic,Muscular dystrophy,Sarcolemma and myopathy genes
myeloproliferative neoplasm,http://purl.obolibrary.org/obo/MONDO_0020076,risk,Myeloproliferative neoplasm,ABL signals and CALR mutations
myeloproliferative neoplasm,http://purl.obolibrary.org/obo/MONDO_0020076,risk,Myeloproliferative neoplasm,Decreased stem cells and progenitors
myeloproliferative neoplasm,http://purl.obolibrary.org/obo/MONDO_0020076,risk,Myeloproliferative neoplasm,Definitive hematopoiesis and cancer signaling
myeloproliferative neoplasm,http://purl.obolibrary.org/obo/MONDO_0020076,risk,Myeloproliferative neoplasm,FGFR CALR SHH signaling alterations
myeloproliferative neoplasm,http://purl.obolibrary.org/obo/MONDO_0020076,risk,Myeloproliferative neoplasm,Hematopoiesis defects and signaling genes
myeloproliferative neoplasm,http://purl.obolibrary.org/obo/MONDO_0020076,risk,Myeloproliferative neoplasm,Kinase inhibitors and SRC family
myeloproliferative neoplasm,http://purl.obolibrary.org/obo/MONDO_0020076,risk,Myeloproliferative neoplasm,Kinase inhibitors and targets
myeloproliferative neoplasm,http://purl.obolibrary.org/obo/MONDO_0020076,risk,Myeloproliferative neoplasm,Leukemia incidence and hematopoiesis abnormalities
myeloproliferative neoplasm,http://purl.obolibrary.org/obo/MONDO_0020076,risk,Myeloproliferative neoplasm,Megakaryocyte abnormalities and erythroid progenitors
myeloproliferative neoplasm,http://purl.obolibrary.org/obo/MONDO_0020076,risk,Myeloproliferative neoplasm,Megakaryocyte abnormalities and JAK genes
myeloproliferative neoplasm,http://purl.obolibrary.org/obo/MONDO_0020076,risk,Myeloproliferative neoplasm,Mutations associated with myeloid hyperplasia
myeloproliferative neoplasm,http://purl.obolibrary.org/obo/MONDO_0020076,risk,Myeloproliferative neoplasm,Myelodysplastic features and myeloid abnormalities
myeloproliferative neoplasm,http://purl.obolibrary.org/obo/MONDO_0020076,risk,Myeloproliferative neoplasm,Myeloid abnormalities and RUNX genes
myeloproliferative neoplasm,http://purl.obolibrary.org/obo/MONDO_0020076,risk,Myeloproliferative neoplasm,Myeloid expansion and megakaryocyte morphology
myeloproliferative neoplasm,http://purl.obolibrary.org/obo/MONDO_0020076,risk,Myeloproliferative neoplasm,Myeloid progenitor morphology and granulocytes
myeloproliferative neoplasm,http://purl.obolibrary.org/obo/MONDO_0020076,risk,Myeloproliferative neoplasm,Myeloid progenitors and stem expansion
myeloproliferative neoplasm,http://purl.obolibrary.org/obo/MONDO_0020076,risk,Myeloproliferative neoplasm,Progenitor abnormalities and tumor suppressors
myeloproliferative neoplasm,http://purl.obolibrary.org/obo/MONDO_0020076,risk,Myeloproliferative neoplasm,Tyrosine kinase inhibitors and receptors
narcolepsy,http://purl.obolibrary.org/obo/MONDO_0021107,risk,Narcolepsy,Antigen processing and presentation
narcolepsy,http://purl.obolibrary.org/obo/MONDO_0021107,risk,Narcolepsy,T cell activation and differentiation
neural tube defect,http://purl.obolibrary.org/obo/MONDO_0018075,diagnostic,Neural tube defect,Caudal and neural plate defects
neural tube defect,http://purl.obolibrary.org/obo/MONDO_0018075,diagnostic,Neural tube defect,Craniofacial and neural morphogenesis defects
neural tube defect,http://purl.obolibrary.org/obo/MONDO_0018075,diagnostic,Neural tube defect,Neural tube and notochord defects
neural tube defect,http://purl.obolibrary.org/obo/MONDO_0018075,diagnostic,Neural tube defect,Notochord and neural tube defects
neural tube defect,http://purl.obolibrary.org/obo/MONDO_0018075,diagnostic,Neural tube defect,Notochord and tail axis defects
neural tube defect,http://purl.obolibrary.org/obo/MONDO_0018075,diagnostic,Neural tube defect,Tail and craniofacial development defects
neural tube defect,http://purl.obolibrary.org/obo/MONDO_0018075,diagnostic,Neural tube defect,Tail and vertebral development defects
neuroendocrine neoplasm,http://purl.obolibrary.org/obo/MONDO_0019496,risk,Neuroendocrine neoplasm,Decreased Tumor Latency
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,Abnormal T Cell Number
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,Acute Lymphoblastic Leukemia
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,ATM
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,B Cell Differentiation Arrest
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,B Cell Lymphoid Amplification
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,BCL10
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,CCND1
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,CDKN2A
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,CTLA4
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,Cytokine Signaling
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,FLT3
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,Germinal Center Deficiency
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,Hyperpigmentation
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,IKZF1
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,IL27 Immune Signaling
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,Infigratinib
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,Interleukin 2 Family Signaling
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,Myeloid Hyperplasia
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,NOTCH1
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,Ponatinib
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin lymphoma,Transcriptional Regulation Of Granulopoiesis
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin's lymphoma,Antigen presentation and HLA diversity
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin's lymphoma,HLA alleles and immune markers
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin's lymphoma,Immune activation and signaling pathways
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin's lymphoma,T cell development and TFs
non-Hodgkin lymphoma,http://purl.obolibrary.org/obo/MONDO_0018908,risk,Non-Hodgkin's lymphoma,T cell differentiation and markers
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,open-angle glaucoma,Eye anterior segment development
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,open-angle glaucoma,Glaucoma-associated anterior segment defects
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,open-angle glaucoma,Glaucoma-related anterior segment anomalies
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,open-angle glaucoma,Hematopoietic and cardiac developmental defects
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,open-angle glaucoma,Multi-organ developmental defects
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,open-angle glaucoma,Outflow tract and pupil development
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,open-angle glaucoma,Skeletal and cardiac morphogenesis signaling
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,open-angle glaucoma,Vascular development and angiogenesis
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,Cardiac and muscle cell proliferation
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,Cardiac and muscle development
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,Cellular senescence and cancer pathways
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,Congenital heart defects
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,Craniofacial and vascular morphogenesis
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,Embryonic limb and digit morphogenesis
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,Embryonic patterning and vascular morphogenesis
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,EMT and ECM interactions
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,EMT and osteoblast differentiation
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,Endocardial cushions and digit morphogenesis
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,Endocardial cushions and EMT regulation
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,Endocardial cushions and SMAD signaling
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,Eye and sensory organ development
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,GPCR signaling and cytoskeleton components
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,Kidney development and nephron epithelium
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,Kidney disease and glomerular biology
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,Mesenchymal and neural development pathways
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,Outflow tract and heart morphogenesis
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,Renal glomerular endothelium markers
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,Renal vasculature and kidney development
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,SMAD signaling and miRNA regulation
open-angle glaucoma,http://purl.obolibrary.org/obo/MONDO_0005338,risk,Primary open-angle glaucoma,Stem cell proliferation and development
ovarian cancer,http://purl.obolibrary.org/obo/MONDO_0008170,diagnostic,Ovarian cancer,AP1 and ATF2 Pathways
ovarian cancer,http://purl.obolibrary.org/obo/MONDO_0008170,diagnostic,Ovarian cancer,Cardiac Right Ventricle Morphogenesis
ovarian cancer,http://purl.obolibrary.org/obo/MONDO_0008170,diagnostic,Ovarian cancer,Metanephros and Kidney Development
ovarian cancer,http://purl.obolibrary.org/obo/MONDO_0008170,monitoring,Ovarian cancer,AP1 and ATF2 Pathways
ovarian cancer,http://purl.obolibrary.org/obo/MONDO_0008170,monitoring,Ovarian cancer,Cardiac Right Ventricle Morphogenesis
ovarian cancer,http://purl.obolibrary.org/obo/MONDO_0008170,monitoring,Ovarian cancer,Metanephros and Kidney Development
ovarian cancer,http://purl.obolibrary.org/obo/MONDO_0008170,prognostic,Ovarian cancer,AP1 and ATF2 Pathways
ovarian cancer,http://purl.obolibrary.org/obo/MONDO_0008170,prognostic,Ovarian cancer,Cardiac Right Ventricle Morphogenesis
ovarian cancer,http://purl.obolibrary.org/obo/MONDO_0008170,prognostic,Ovarian cancer,Metanephros and Kidney Development
ovarian cancer,http://purl.obolibrary.org/obo/MONDO_0008170,risk,Ovarian cancer,AP1 and ATF2 Pathways
ovarian cancer,http://purl.obolibrary.org/obo/MONDO_0008170,risk,Ovarian cancer,Cardiac Right Ventricle Morphogenesis
ovarian cancer,http://purl.obolibrary.org/obo/MONDO_0008170,risk,Ovarian cancer,Metanephros and Kidney Development
Parkinson disease,http://purl.obolibrary.org/obo/MONDO_0005180,diagnostic,Young- and early-onset Parkinson's disease,Inositol Phosphate Biosynthetic
Parkinson disease,http://purl.obolibrary.org/obo/MONDO_0005180,prognostic,Young- and early-onset Parkinson's disease,Inositol Phosphate Biosynthetic
Parkinson disease,http://purl.obolibrary.org/obo/MONDO_0005180,risk,Young- and early-onset Parkinson's disease,Inositol Phosphate Biosynthetic
peripheral vascular disease,http://purl.obolibrary.org/obo/MONDO_0005294,risk,Peripheral vascular disease (heterodominant model),Cardiovascular Development
peroxisomal disease,http://purl.obolibrary.org/obo/MONDO_0019053,diagnostic,Peroxisomal disease,Mitochondrial fatty acid oxidation enzymes
peroxisomal disease,http://purl.obolibrary.org/obo/MONDO_0019053,diagnostic,Peroxisomal disease,Peroxisomal and bile acid metabolism
peroxisomal disease,http://purl.obolibrary.org/obo/MONDO_0019053,diagnostic,Peroxisomal disease,Peroxisomal ether lipid biosynthesis
peroxisomal disease,http://purl.obolibrary.org/obo/MONDO_0019053,diagnostic,Peroxisomal disease,Peroxisomal fatty acid metabolism
peroxisomal disease,http://purl.obolibrary.org/obo/MONDO_0019053,diagnostic,Peroxisomal disease,Peroxisomal fatty acid oxidation
peroxisomal disease,http://purl.obolibrary.org/obo/MONDO_0019053,diagnostic,Peroxisomal disease,Peroxisomal lipid biosynthesis and transport
peroxisomal disease,http://purl.obolibrary.org/obo/MONDO_0019053,diagnostic,Peroxisomal disease,Peroxisomal lipid import and transport
peroxisomal disease,http://purl.obolibrary.org/obo/MONDO_0019053,diagnostic,Peroxisomal disease,Peroxisomal lipid metabolism and transport
peroxisomal disease,http://purl.obolibrary.org/obo/MONDO_0019053,diagnostic,Peroxisomal disease,Peroxisomal lumen metabolism
peroxisomal disease,http://purl.obolibrary.org/obo/MONDO_0019053,diagnostic,Peroxisomal disease,Peroxisomal matrix protein import
peroxisomal disease,http://purl.obolibrary.org/obo/MONDO_0019053,diagnostic,Peroxisomal disease,Peroxisomal membrane protein import
peroxisomal disease,http://purl.obolibrary.org/obo/MONDO_0019053,diagnostic,Peroxisomal disease,Peroxisomal protein import and transport
peroxisomal disease,http://purl.obolibrary.org/obo/MONDO_0019053,diagnostic,Peroxisomal disease,Peroxisomal proteins with adipose signals
peroxisomal disease,http://purl.obolibrary.org/obo/MONDO_0019053,diagnostic,Peroxisomal disease,Very long-chain fatty acid metabolism
peroxisomal disease,http://purl.obolibrary.org/obo/MONDO_0019053,diagnostic,Peroxisomal disease,Very long-chain fatty acid oxidation
peroxisomal disease,http://purl.obolibrary.org/obo/MONDO_0019053,diagnostic,Peroxisomal disease,Very long-chain fatty acid transport
pilocytic astrocytoma,http://purl.obolibrary.org/obo/MONDO_0016691,diagnostic,Pilocytic astrocytoma,Melanoma Signaling
pilocytic astrocytoma,http://purl.obolibrary.org/obo/MONDO_0016691,risk,Pilocytic astrocytoma,Melanoma Signaling
polycystic ovary syndrome,http://purl.obolibrary.org/obo/MONDO_0008487,diagnostic,Polycystic ovary syndrome (PCOS),Amino Acid Transport Genes
polycystic ovary syndrome,http://purl.obolibrary.org/obo/MONDO_0008487,diagnostic,Polycystic ovary syndrome (PCOS),Bone Development and Ossification Genes
