disease_id	hpo_id	hpo_weight	evidence_source
Orpha_169160	HP:0002090	0.173	Orphapacket_HPO_frequency
Orpha_183675	HP:0002090	0.173	Orphapacket_HPO_frequency
Orpha_1855	HP:0002090	0.03	Orphapacket_HPO_frequency
Orpha_217390	HP:0002090	0.891	Orphapacket_HPO_frequency
Orpha_238459	HP:0002090	0.891	Orphapacket_HPO_frequency
Orpha_247691	HP:0002090	0.173	Orphapacket_HPO_frequency
Orpha_26793	HP:0002090	0.03	Orphapacket_HPO_frequency
Orpha_276	HP:0002090	0.891	Orphapacket_HPO_frequency
Orpha_309282	HP:0002090	0.545	Orphapacket_HPO_frequency
Orpha_309288	HP:0002090	0.173	Orphapacket_HPO_frequency
Orpha_319552	HP:0002090	0.173	Orphapacket_HPO_frequency
Orpha_353277	HP:0002090	0.173	Orphapacket_HPO_frequency
Orpha_353281	HP:0002090	0.173	Orphapacket_HPO_frequency
Orpha_353284	HP:0002090	0.173	Orphapacket_HPO_frequency
Orpha_37042	HP:0002090	0.03	Orphapacket_HPO_frequency
Orpha_39041	HP:0002090	0.545	Orphapacket_HPO_frequency
Orpha_420741	HP:0002090	0.545	Orphapacket_HPO_frequency
Orpha_436159	HP:0002090	0.545	Orphapacket_HPO_frequency
Orpha_486	HP:0002090	0.545	Orphapacket_HPO_frequency
Orpha_51636	HP:0002090	0.545	Orphapacket_HPO_frequency
Orpha_596	HP:0002090	0.545	Orphapacket_HPO_frequency
Orpha_685082	HP:0002090	0.173	Orphapacket_HPO_frequency
Orpha_79404	HP:0002090	0.173	Orphapacket_HPO_frequency
Orpha_811	HP:0002090	0.173	Orphapacket_HPO_frequency
Orpha_83471	HP:0002090	0.545	Orphapacket_HPO_frequency
Orpha_85179	HP:0002090	0.173	Orphapacket_HPO_frequency
Orpha_911	HP:0002090	0.545	Orphapacket_HPO_frequency
Orpha_97244	HP:0002090	0.545	Orphapacket_HPO_frequency
Orpha_98905	HP:0002090	0.173	Orphapacket_HPO_frequency
Orpha_99103	HP:0002090	0.03	Orphapacket_HPO_frequency
Orpha_125	HP:0002232	0.173	Orphapacket_HPO_frequency
Orpha_1410	HP:0002232	0.173	Orphapacket_HPO_frequency
Orpha_23	HP:0002232	0.173	Orphapacket_HPO_frequency
Orpha_2874	HP:0002232	0.03	Orphapacket_HPO_frequency
Orpha_35173	HP:0002232	0.173	Orphapacket_HPO_frequency
Orpha_573	HP:0002232	0.891	Orphapacket_HPO_frequency
Orpha_701	HP:0002232	0.891	Orphapacket_HPO_frequency
Orpha_740	HP:0002232	0.545	Orphapacket_HPO_frequency
Orpha_85279	HP:0002232	0.891	Orphapacket_HPO_frequency
Orpha_125	HP:0002720	0.545	Orphapacket_HPO_frequency
Orpha_183675	HP:0002720	0.173	Orphapacket_HPO_frequency
Orpha_2322	HP:0002720	0.173	Orphapacket_HPO_frequency
Orpha_275	HP:0002720	0.545	Orphapacket_HPO_frequency
Orpha_276	HP:0002720	0.545	Orphapacket_HPO_frequency
Orpha_280	HP:0002720	0.545	Orphapacket_HPO_frequency
Orpha_331206	HP:0002720	0.891	Orphapacket_HPO_frequency
Orpha_369837	HP:0002720	0.173	Orphapacket_HPO_frequency
Orpha_420741	HP:0002720	0.891	Orphapacket_HPO_frequency
Orpha_436159	HP:0002720	0.545	Orphapacket_HPO_frequency
Orpha_457485	HP:0002720	0.03	Orphapacket_HPO_frequency
Orpha_693681	HP:0002720	0.545	Orphapacket_HPO_frequency
Orpha_79330	HP:0002720	0.545	Orphapacket_HPO_frequency
Orpha_819	HP:0002720	0.173	Orphapacket_HPO_frequency
Orpha_859	HP:0002720	0.545	Orphapacket_HPO_frequency
Orpha_98813	HP:0002720	0.173	Orphapacket_HPO_frequency
Orpha_125	HP:0002850	0.545	Orphapacket_HPO_frequency
Orpha_183675	HP:0002850	0.173	Orphapacket_HPO_frequency
Orpha_221139	HP:0002850	0.545	Orphapacket_HPO_frequency
Orpha_3261	HP:0002850	0.173	Orphapacket_HPO_frequency
Orpha_331206	HP:0002850	0.891	Orphapacket_HPO_frequency
Orpha_35078	HP:0002850	0.173	Orphapacket_HPO_frequency
Orpha_369837	HP:0002850	0.173	Orphapacket_HPO_frequency
Orpha_420741	HP:0002850	0.173	Orphapacket_HPO_frequency
Orpha_436159	HP:0002850	0.545	Orphapacket_HPO_frequency
Orpha_508533	HP:0002850	0.173	Orphapacket_HPO_frequency
Orpha_79330	HP:0002850	0.545	Orphapacket_HPO_frequency
Orpha_859	HP:0002850	0.545	Orphapacket_HPO_frequency
Orpha_98813	HP:0002850	0.173	Orphapacket_HPO_frequency
Orpha_125	HP:0003251	0.545	Orphapacket_HPO_frequency
Orpha_1646	HP:0003251	0.891	Orphapacket_HPO_frequency
Orpha_2239	HP:0003251	0.545	Orphapacket_HPO_frequency
Orpha_244	HP:0003251	0.545	Orphapacket_HPO_frequency
Orpha_251510	HP:0003251	0.891	Orphapacket_HPO_frequency
Orpha_276183	HP:0003251	0.545	Orphapacket_HPO_frequency
Orpha_3000	HP:0003251	0.891	Orphapacket_HPO_frequency
Orpha_48	HP:0003251	0.891	Orphapacket_HPO_frequency
Orpha_529970	HP:0003251	0.891	Orphapacket_HPO_frequency
Orpha_586	HP:0003251	0.545	Orphapacket_HPO_frequency
Orpha_79239	HP:0003251	0.891	Orphapacket_HPO_frequency
Orpha_90793	HP:0003251	0.173	Orphapacket_HPO_frequency
Orpha_90797	HP:0003251	0.891	Orphapacket_HPO_frequency
Orpha_91	HP:0003251	0.891	Orphapacket_HPO_frequency
Orpha_94064	HP:0003251	0.891	Orphapacket_HPO_frequency
Orpha_99429	HP:0003251	0.891	Orphapacket_HPO_frequency
Orpha_125	HP:0004315	0.545	Orphapacket_HPO_frequency
Orpha_1493	HP:0004315	0.173	Orphapacket_HPO_frequency
Orpha_169160	HP:0004315	0.545	Orphapacket_HPO_frequency
Orpha_183675	HP:0004315	0.173	Orphapacket_HPO_frequency
Orpha_275	HP:0004315	0.545	Orphapacket_HPO_frequency
Orpha_276	HP:0004315	0.545	Orphapacket_HPO_frequency
Orpha_3261	HP:0004315	0.173	Orphapacket_HPO_frequency
Orpha_331206	HP:0004315	0.891	Orphapacket_HPO_frequency
Orpha_35078	HP:0004315	0.173	Orphapacket_HPO_frequency
Orpha_420741	HP:0004315	0.891	Orphapacket_HPO_frequency
Orpha_436159	HP:0004315	0.545	Orphapacket_HPO_frequency
Orpha_500150	HP:0004315	0.173	Orphapacket_HPO_frequency
Orpha_505248	HP:0004315	0.173	Orphapacket_HPO_frequency
Orpha_508533	HP:0004315	0.173	Orphapacket_HPO_frequency
Orpha_79329	HP:0004315	0.173	Orphapacket_HPO_frequency
Orpha_79330	HP:0004315	0.173	Orphapacket_HPO_frequency
Orpha_859	HP:0004315	0.545	Orphapacket_HPO_frequency
Orpha_98813	HP:0004315	0.173	Orphapacket_HPO_frequency
Orpha_125	HP:0004396	0.545	Orphapacket_HPO_frequency
Orpha_1333	HP:0004396	0.891	Orphapacket_HPO_frequency
Orpha_2020	HP:0004396	0.545	Orphapacket_HPO_frequency
Orpha_2198	HP:0004396	0.545	Orphapacket_HPO_frequency
Orpha_247598	HP:0004396	0.173	Orphapacket_HPO_frequency
Orpha_298	HP:0004396	0.891	Orphapacket_HPO_frequency
Orpha_312	HP:0004396	0.891	Orphapacket_HPO_frequency
Orpha_3163	HP:0004396	0.545	Orphapacket_HPO_frequency
Orpha_33543	HP:0004396	0.173	Orphapacket_HPO_frequency
Orpha_342	HP:0004396	0.545	Orphapacket_HPO_frequency
Orpha_35122	HP:0004396	0.545	Orphapacket_HPO_frequency
Orpha_352447	HP:0004396	0.173	Orphapacket_HPO_frequency
Orpha_35858	HP:0004396	0.173	Orphapacket_HPO_frequency
Orpha_37	HP:0004396	0.173	Orphapacket_HPO_frequency
Orpha_411634	HP:0004396	0.173	Orphapacket_HPO_frequency
Orpha_521	HP:0004396	0.545	Orphapacket_HPO_frequency
Orpha_927	HP:0004396	0.173	Orphapacket_HPO_frequency
Orpha_125	HP:0005353	0.173	Orphapacket_HPO_frequency
Orpha_169160	HP:0005353	0.173	Orphapacket_HPO_frequency
Orpha_183675	HP:0005353	0.03	Orphapacket_HPO_frequency
Orpha_276	HP:0005353	0.173	Orphapacket_HPO_frequency
Orpha_391487	HP:0005353	0.545	Orphapacket_HPO_frequency
Orpha_572	HP:0005353	0.545	Orphapacket_HPO_frequency
Orpha_125	HP:0006510	0.173	Orphapacket_HPO_frequency
Orpha_324	HP:0006510	0.173	Orphapacket_HPO_frequency
Orpha_379	HP:0006510	0.891	Orphapacket_HPO_frequency
Orpha_567	HP:0006510	0.173	Orphapacket_HPO_frequency
Orpha_60	HP:0006510	0.173	Orphapacket_HPO_frequency
Orpha_64	HP:0006510	0.173	Orphapacket_HPO_frequency
Orpha_900	HP:0006510	0.545	Orphapacket_HPO_frequency
Orpha_906	HP:0006510	0.891	Orphapacket_HPO_frequency
Orpha_125	HP:0008850	0.891	Orphapacket_HPO_frequency
Orpha_1270	HP:0008850	0.891	Orphapacket_HPO_frequency
Orpha_199	HP:0008850	0.545	Orphapacket_HPO_frequency
Orpha_2237	HP:0008850	0.03	Orphapacket_HPO_frequency
Orpha_3078	HP:0008850	0.891	Orphapacket_HPO_frequency
Orpha_319675	HP:0008850	0.545	Orphapacket_HPO_frequency
Orpha_35173	HP:0008850	0.173	Orphapacket_HPO_frequency
Orpha_391408	HP:0008850	0.173	Orphapacket_HPO_frequency
Orpha_411590	HP:0008850	0.173	Orphapacket_HPO_frequency
Orpha_435938	HP:0008850	0.995	Orphapacket_HPO_frequency
Orpha_440713	HP:0008850	0.545	Orphapacket_HPO_frequency
Orpha_73272	HP:0008850	0.891	Orphapacket_HPO_frequency
Orpha_769	HP:0008850	0.545	Orphapacket_HPO_frequency
Orpha_85410	HP:0008850	0.173	Orphapacket_HPO_frequency
Orpha_98905	HP:0008850	0.173	Orphapacket_HPO_frequency
Orpha_125	HP:0008887	0.891	Orphapacket_HPO_frequency
Orpha_528	HP:0008887	0.891	Orphapacket_HPO_frequency
Orpha_125	HP:0011110	0.173	Orphapacket_HPO_frequency
Orpha_171876	HP:0011110	0.173	Orphapacket_HPO_frequency
Orpha_183675	HP:0011110	0.173	Orphapacket_HPO_frequency
Orpha_2686	HP:0011110	0.545	Orphapacket_HPO_frequency
Orpha_693661	HP:0011110	0.173	Orphapacket_HPO_frequency
Orpha_125	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_1947	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_209370	HP:0011471	0.545	Orphapacket_HPO_frequency
Orpha_220386	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_228426	HP:0011471	0.545	Orphapacket_HPO_frequency
Orpha_247262	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_2524	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_254930	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_263487	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_280195	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_284417	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_300605	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_314679	HP:0011471	0.545	Orphapacket_HPO_frequency
Orpha_314911	HP:0011471	0.03	Orphapacket_HPO_frequency
Orpha_319332	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_319514	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_330050	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_404448	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_423479	HP:0011471	0.545	Orphapacket_HPO_frequency
Orpha_434179	HP:0011471	0.545	Orphapacket_HPO_frequency
Orpha_444077	HP:0011471	0.545	Orphapacket_HPO_frequency
Orpha_447997	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_457284	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_457351	HP:0011471	0.03	Orphapacket_HPO_frequency
Orpha_476126	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_486815	HP:0011471	0.545	Orphapacket_HPO_frequency
Orpha_500144	HP:0011471	0.545	Orphapacket_HPO_frequency
Orpha_500150	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_500180	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_505652	HP:0011471	0.545	Orphapacket_HPO_frequency
Orpha_506358	HP:0011471	0.545	Orphapacket_HPO_frequency
Orpha_513456	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_544503	HP:0011471	0.545	Orphapacket_HPO_frequency
Orpha_576	HP:0011471	0.03	Orphapacket_HPO_frequency
Orpha_70472	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_79243	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_79322	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_79324	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_79329	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_79396	HP:0011471	0.545	Orphapacket_HPO_frequency
Orpha_798	HP:0011471	0.03	Orphapacket_HPO_frequency
Orpha_89842	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_93316	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_93924	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_93925	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_93926	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_96334	HP:0011471	0.173	Orphapacket_HPO_frequency
Orpha_125	HP:0011947	0.173	Orphapacket_HPO_frequency
Orpha_244	HP:0011947	0.545	Orphapacket_HPO_frequency
Orpha_2686	HP:0011947	0.545	Orphapacket_HPO_frequency
Orpha_308552	HP:0011947	0.545	Orphapacket_HPO_frequency
Orpha_444463	HP:0011947	0.891	Orphapacket_HPO_frequency
Orpha_51636	HP:0011947	0.545	Orphapacket_HPO_frequency
Orpha_60025	HP:0011947	0.03	Orphapacket_HPO_frequency
Orpha_60033	HP:0011947	0.891	Orphapacket_HPO_frequency
Orpha_656	HP:0011947	0.173	Orphapacket_HPO_frequency
Orpha_685082	HP:0011947	0.173	Orphapacket_HPO_frequency
Orpha_805	HP:0011947	0.173	Orphapacket_HPO_frequency
Orpha_85448	HP:0011947	0.03	Orphapacket_HPO_frequency
Orpha_93400	HP:0011947	0.173	Orphapacket_HPO_frequency
Orpha_125	HP:0012387	0.173	Orphapacket_HPO_frequency
Orpha_183675	HP:0012387	0.173	Orphapacket_HPO_frequency
Orpha_420741	HP:0012387	0.545	Orphapacket_HPO_frequency
Orpha_60	HP:0012387	0.545	Orphapacket_HPO_frequency
Orpha_60025	HP:0012387	0.03	Orphapacket_HPO_frequency
Orpha_930	HP:0012387	0.545	Orphapacket_HPO_frequency
Orpha_125	HP:0012743	0.173	Orphapacket_HPO_frequency
Orpha_1359	HP:0012743	0.173	Orphapacket_HPO_frequency
Orpha_189427	HP:0012743	0.545	Orphapacket_HPO_frequency
Orpha_398069	HP:0012743	0.545	Orphapacket_HPO_frequency
Orpha_398079	HP:0012743	0.545	Orphapacket_HPO_frequency
Orpha_96253	HP:0012743	0.545	Orphapacket_HPO_frequency
Orpha_125	HP:0020105	0.173	Orphapacket_HPO_frequency
Orpha_319552	HP:0020105	0.03	Orphapacket_HPO_frequency
Orpha_125	HP:0025615	0.173	Orphapacket_HPO_frequency
Orpha_642	HP:0025615	0.545	Orphapacket_HPO_frequency
Orpha_125	HP:0031123	0.173	Orphapacket_HPO_frequency
Orpha_275	HP:0031123	0.173	Orphapacket_HPO_frequency
Orpha_294023	HP:0031123	0.545	Orphapacket_HPO_frequency
Orpha_309282	HP:0031123	0.545	Orphapacket_HPO_frequency
Orpha_309288	HP:0031123	0.173	Orphapacket_HPO_frequency
Orpha_363528	HP:0031123	0.173	Orphapacket_HPO_frequency
Orpha_37042	HP:0031123	0.173	Orphapacket_HPO_frequency
Orpha_505248	HP:0031123	0.545	Orphapacket_HPO_frequency
Orpha_79124	HP:0031123	0.545	Orphapacket_HPO_frequency
Orpha_99843	HP:0031123	0.173	Orphapacket_HPO_frequency
Orpha_125	HP:0031393	0.545	Orphapacket_HPO_frequency
Orpha_3261	HP:0031393	0.173	Orphapacket_HPO_frequency
Orpha_443811	HP:0031393	0.173	Orphapacket_HPO_frequency
Orpha_125	HP:0032170	0.173	Orphapacket_HPO_frequency
Orpha_125	HP:0032218	0.545	Orphapacket_HPO_frequency
Orpha_477814	HP:0032218	0.173	Orphapacket_HPO_frequency
Orpha_125	HP:0040195	0.545	Orphapacket_HPO_frequency
Orpha_206436	HP:0040195	0.173	Orphapacket_HPO_frequency
Orpha_247262	HP:0040195	0.173	Orphapacket_HPO_frequency
Orpha_500166	HP:0040195	0.545	Orphapacket_HPO_frequency
Orpha_125	HP:0100273	0.173	Orphapacket_HPO_frequency
Orpha_2869	HP:0100273	0.173	Orphapacket_HPO_frequency
Orpha_440437	HP:0100273	0.173	Orphapacket_HPO_frequency
Orpha_44890	HP:0100273	0.173	Orphapacket_HPO_frequency
Orpha_125	HP:0100825	0.173	Orphapacket_HPO_frequency
Orpha_1334	HP:0100825	0.891	Orphapacket_HPO_frequency
Orpha_158668	HP:0100825	0.173	Orphapacket_HPO_frequency
Orpha_2273	HP:0100825	0.173	Orphapacket_HPO_frequency
Orpha_247353	HP:0100825	0.545	Orphapacket_HPO_frequency
Orpha_2908	HP:0100825	0.891	Orphapacket_HPO_frequency
Orpha_37	HP:0100825	0.545	Orphapacket_HPO_frequency
Orpha_534	HP:0100825	0.173	Orphapacket_HPO_frequency
Orpha_536	HP:0100825	0.173	Orphapacket_HPO_frequency
Orpha_90045	HP:0100825	0.891	Orphapacket_HPO_frequency
Orpha_1263	HP:0000824	0.891	Orphapacket_HPO_frequency
Orpha_1435	HP:0000824	0.545	Orphapacket_HPO_frequency
Orpha_157954	HP:0000824	0.545	Orphapacket_HPO_frequency
Orpha_177901	HP:0000824	0.545	Orphapacket_HPO_frequency
Orpha_177904	HP:0000824	0.545	Orphapacket_HPO_frequency
Orpha_177907	HP:0000824	0.545	Orphapacket_HPO_frequency
Orpha_1855	HP:0000824	0.03	Orphapacket_HPO_frequency
Orpha_1896	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_220386	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_226307	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_231720	HP:0000824	0.891	Orphapacket_HPO_frequency
Orpha_235	HP:0000824	0.03	Orphapacket_HPO_frequency
Orpha_268261	HP:0000824	0.03	Orphapacket_HPO_frequency
Orpha_280679	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_293978	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_319182	HP:0000824	0.545	Orphapacket_HPO_frequency
Orpha_324737	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_3363	HP:0000824	0.545	Orphapacket_HPO_frequency
Orpha_3455	HP:0000824	0.545	Orphapacket_HPO_frequency
Orpha_363528	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_363958	HP:0000824	0.03	Orphapacket_HPO_frequency
Orpha_363965	HP:0000824	0.03	Orphapacket_HPO_frequency
Orpha_436174	HP:0000824	0.891	Orphapacket_HPO_frequency
Orpha_444077	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_457240	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_470	HP:0000824	0.03	Orphapacket_HPO_frequency
Orpha_488632	HP:0000824	0.03	Orphapacket_HPO_frequency
Orpha_502430	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_506358	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_529962	HP:0000824	0.005	Orphapacket_HPO_frequency
Orpha_64	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_67045	HP:0000824	0.891	Orphapacket_HPO_frequency
Orpha_71526	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_71528	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_763	HP:0000824	0.545	Orphapacket_HPO_frequency
Orpha_79323	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_79443	HP:0000824	0.545	Orphapacket_HPO_frequency
Orpha_79444	HP:0000824	0.545	Orphapacket_HPO_frequency
Orpha_811	HP:0000824	0.03	Orphapacket_HPO_frequency
Orpha_90695	HP:0000824	0.545	Orphapacket_HPO_frequency
Orpha_93924	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_93925	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_93926	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_94065	HP:0000824	0.173	Orphapacket_HPO_frequency
Orpha_94089	HP:0000824	0.03	Orphapacket_HPO_frequency
Orpha_95494	HP:0000824	0.545	Orphapacket_HPO_frequency
Orpha_98754	HP:0000824	0.545	Orphapacket_HPO_frequency
Orpha_1263	HP:0001539	0.545	Orphapacket_HPO_frequency
Orpha_138	HP:0001539	0.03	Orphapacket_HPO_frequency
Orpha_1519	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_2021	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_2052	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_2059	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_2092	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_2143	HP:0001539	0.545	Orphapacket_HPO_frequency
Orpha_2241	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_2273	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_2484	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_254528	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_254534	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_2745	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_3329	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_3366	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_371428	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_373	HP:0001539	0.545	Orphapacket_HPO_frequency
Orpha_436252	HP:0001539	0.03	Orphapacket_HPO_frequency
Orpha_531	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_563609	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_63260	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_79328	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_90652	HP:0001539	0.545	Orphapacket_HPO_frequency
Orpha_920	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_93271	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_93930	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_95706	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_96334	HP:0001539	0.173	Orphapacket_HPO_frequency
Orpha_1263	HP:0002818	0.545	Orphapacket_HPO_frequency
Orpha_1328	HP:0002818	0.891	Orphapacket_HPO_frequency
Orpha_240	HP:0002818	0.891	Orphapacket_HPO_frequency
Orpha_2639	HP:0002818	0.891	Orphapacket_HPO_frequency
Orpha_3138	HP:0002818	0.173	Orphapacket_HPO_frequency
Orpha_93329	HP:0002818	0.891	Orphapacket_HPO_frequency
Orpha_950	HP:0002818	0.545	Orphapacket_HPO_frequency
Orpha_959	HP:0002818	0.891	Orphapacket_HPO_frequency
Orpha_1263	HP:0002823	0.545	Orphapacket_HPO_frequency
Orpha_1328	HP:0002823	0.891	Orphapacket_HPO_frequency
Orpha_166119	HP:0002823	0.173	Orphapacket_HPO_frequency
Orpha_1802	HP:0002823	0.891	Orphapacket_HPO_frequency
Orpha_240	HP:0002823	0.891	Orphapacket_HPO_frequency
Orpha_2614	HP:0002823	0.173	Orphapacket_HPO_frequency
Orpha_321	HP:0002823	0.545	Orphapacket_HPO_frequency
Orpha_324	HP:0002823	0.173	Orphapacket_HPO_frequency
Orpha_3329	HP:0002823	0.173	Orphapacket_HPO_frequency
Orpha_429	HP:0002823	0.545	Orphapacket_HPO_frequency
Orpha_562	HP:0002823	0.545	Orphapacket_HPO_frequency
Orpha_84	HP:0002823	0.173	Orphapacket_HPO_frequency
Orpha_909	HP:0002823	0.173	Orphapacket_HPO_frequency
Orpha_93329	HP:0002823	0.545	Orphapacket_HPO_frequency
Orpha_950	HP:0002823	0.545	Orphapacket_HPO_frequency
Orpha_969	HP:0002823	0.173	Orphapacket_HPO_frequency
Orpha_1263	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_1422	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_1426	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_166272	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_1675	HP:0002983	0.173	Orphapacket_HPO_frequency
Orpha_175	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_1860	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_1865	HP:0002983	0.545	Orphapacket_HPO_frequency
Orpha_199	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_2021	HP:0002983	0.173	Orphapacket_HPO_frequency
Orpha_2098	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_2176	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_2189	HP:0002983	0.173	Orphapacket_HPO_frequency
Orpha_240	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_2616	HP:0002983	0.545	Orphapacket_HPO_frequency
Orpha_2632	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_2635	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_2636	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_2637	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_2639	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_2753	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_2879	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_289	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_296	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_3107	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_3144	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_3206	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_3258	HP:0002983	0.173	Orphapacket_HPO_frequency
Orpha_35107	HP:0002983	0.173	Orphapacket_HPO_frequency
Orpha_429	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_440354	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_474	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_508488	HP:0002983	0.173	Orphapacket_HPO_frequency
Orpha_56304	HP:0002983	0.173	Orphapacket_HPO_frequency
Orpha_628	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_63446	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_64755	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_709	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_79107	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_800	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_85166	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_85173	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_87	HP:0002983	0.173	Orphapacket_HPO_frequency
Orpha_93271	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_93274	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_93283	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_93296	HP:0002983	0.545	Orphapacket_HPO_frequency
Orpha_93298	HP:0002983	0.891	Orphapacket_HPO_frequency
Orpha_93299	HP:0002983	0.891	Orphapacket_HPO_frequency
